FSTVL_NM,MESURE_DE,AVRG_TP,AVRG_TOP_TP,AVRG_LWET_TP,TOP_TP,LWET_TP,TOP_TP_OCCRRNC_DE,LWET_TP_OCCRRNC_DE,AVRG_ARCSR,AVRG_PARTN_HD,AVRG_WIND_VE,FSTVL_BEGIN_DE,FSTVL_END_DE
김포 도심축제,0,10.2,14.4,6.5,21.4,-7.4,12,30,1013.0,64.0,2.7,2022-11-15,2022-11-30
김해분청도자기축제,14,14.141935483870967,19.851612903225806,9.661290322580646,28.2,8.0,2,28,1013.7387096774194,61.38709677419355,1.8387096774193548,2019-10-25,2019-11-03
김해평생학습과학축제,1,16.9,23.0,12.25,28.1,5.3,3,18,1014.4,67.5,1.5,2022-10-15,2022-10-16
김호연재여성문화축제,1,14.95,21.25,9.850000000000001,25.5,3.4,1,17,1013.15,74.5,1.25,2022-10-15,2022-10-15
꽃지저녁노을축제,1,1.05,6.15,-3.4,12.9,-10.5,8,27,1023.0999999999999,69.5,1.85,2018-12-31,2019-12-31
나 때는 말이야,1,24.0,27.55,21.3,32.0,15.6,30,1,998.8,88.0,1.6,2021-07-22,2021-07-22
나라꽃 무궁화 세종축제,2,26.225,30.7,22.975,35.5,17.4,25,7,997.85,80.5,1.2999999999999998,2019-08-15,2019-08-16
나비대축제,2,14.25,20.125,8.425,21.7,-1.9,6,3,1012.725,70.75,2.575,2022-04-29,2022-05-08
낙동강유채꽃축제,2,13.649999999999999,18.6,9.850000000000001,24.4,4.4,18,2,1008.7,54.5,3.55,2022-04-09,2022-04-17
남부면 수국축제,1,22.1,26.6,18.5,32.2,14.3,9,1,1002.85,76.5,1.65,2022-06-26,2022-06-27
남산상봉제,21,22.38695652173913,26.669565217391302,19.11304347826087,32.6,13.1,4,23,1009.7130434782609,72.1304347826087,1.608695652173913,2018-09-29,2018-09-30
남일면홍도화축제,20,11.595238095238095,19.152380952380952,4.20952380952381,22.9,-5.5,30,1,994.7666666666667,57.857142857142854,1.5571428571428574,2019-04-20,2019-04-21
논두렁밭두렁축제,1,15.95,22.0,10.8,27.3,5.3,3,18,1014.25,68.0,1.75,2021-10-01,2021-10-31
농악대축제,1,14.95,20.0,10.6,23.6,3.2,1,17,1010.75,65.5,2.1,2016-10-22,2016-10-23
다대포어항문화축제,21,11.982608695652175,16.64782608695652,8.4,23.0,2.0,9,23,1012.5869565217391,55.17391304347826,2.9434782608695653,2019-11-15,2019-11-16
단기4351년 개천절 대제전,20,15.252380952380953,20.371428571428574,10.861904761904762,26.5,3.5,1,30,1009.0095238095239,60.714285714285715,2.0095238095238095,2018-10-03,2018-10-03
단기4351년 어천절 대제전,20,6.1380952380952385,11.095238095238095,1.9238095238095236,18.9,-4.8,31,7,1008.4380952380952,52.95238095238095,2.7285714285714286,2018-03-15,2018-03-15
단기4355년 개천절 대제전,1,14.95,20.0,10.6,23.6,3.2,1,17,1010.75,65.5,2.1,2022-10-03,2022-10-03
단기4355년 어천절 대제전,2,8.133333333333333,13.6,3.3666666666666667,20.6,-2.8,12,3,1007.6999999999999,57.0,2.466666666666667,2022-03-15,2022-03-15
단종문화제,22,11.52608695652174,18.86521739130435,4.369565217391305,24.1,-3.1,22,4,986.4260869565217,54.69565217391305,1.7739130434782608,2018-04-27,2018-04-29
달구벌목민관축제,21,16.192,21.84,11.356,26.6,6.5,3,31,1012.568,64.24,1.76,2018-10-07,2018-10-07
달마고도 걷기축제,20,6.673684210526315,12.9,0.4947368421052632,19.1,-7.3,31,8,1018.0368421052632,67.05263157894737,2.5631578947368423,2019-03-30,2019-03-30
달마고도 힐링축제,0,10.8,18.2,4.0,22.5,-1.3,11,27,1019.6,76.0,1.6,2022-11-19,2022-11-19
달맞이축제,2,3.766666666666667,7.816666666666666,0.25,16.7,-7.1,21,17,1005.6833333333334,57.333333333333336,3.266666666666667,2019-02-19,2019-02-19
달서가족축제,20,19.85238095238095,25.9,14.285714285714286,33.6,9.3,24,3,1004.452380952381,54.714285714285715,2.3142857142857145,2019-05-05,2019-05-05
달성 100대 피아노,1,15.95,22.0,10.8,27.3,5.3,3,18,1014.25,68.0,1.75,2021-10-01,2021-10-31
달성토성마을축제,22,14.31304347826087,20.391304347826086,8.669565217391305,25.3,2.5,30,1,1008.1739130434783,50.391304347826086,2.5434782608695654,2019-04-27,2019-04-27
담양대나무축제,1,18.6,24.2,13.8,30.1,10.4,6,6,1001.9,70.5,1.5499999999999998,2019-05-01,2019-05-06
담양산타축제,1,3.4,8.6,-0.55,13.8,-8.9,10,26,1017.25,66.5,1.2999999999999998,2019-12-13,2019-12-31
당진해나루농특산물한마당행사,0,9.3,16.1,3.7,22.5,-3.8,12,30,1018.6,73.0,1.6,2022-11-11,2022-11-11
당항포대첩축제,2,13.5,18.549999999999997,9.05,21.2,3.6,19,2,1014.0,62.5,2.7,2019-04-26,2019-04-28
대관령눈꽃축제,22,-6.269565217391304,-0.9217391304347826,-11.678260869565218,3.9,-19.0,23,1,934.2478260869566,66.47826086956522,3.9869565217391307,2019-01-18,2019-01-27
대구 근대路야행,1,27.15,31.9,23.6,36.3,22.5,7,7,1002.85,72.5,1.75,2017-08-25,2017-08-26
대구 근대路야행(1회),1,27.15,31.9,23.6,36.3,22.5,7,7,1002.85,72.5,1.75,2018-08-24,2018-08-25
대구 근대路야행(2회),21,21.943478260869565,26.70434782608696,18.02608695652174,32.3,12.8,3,30,1007.1652173913043,71.0,1.934782608695652,2018-09-07,2018-09-08
대구 글로벌게임문화축제 e-Fun,20,24.390476190476193,29.104761904761908,20.65,33.3,21.2,1,31,1004.6857142857143,71.16666666666667,2.0238095238095237,2019-08-31,2019-09-01
대구 문화재 야행,1,27.15,31.9,23.6,36.3,22.5,7,7,1002.85,72.5,1.75,2019-08-23,2019-08-24
대구국제뮤지컬페스티벌,21,24.845652173913045,29.743478260869566,20.797826086956523,35.0,13.1,31,1,1000.9673913043479,67.52173913043478,2.1978260869565216,2019-06-21,2019-07-08
대구국제오페라축제,21,19.078260869565216,24.26521739130435,14.715217391304348,32.3,12.8,3,30,1009.7934782608696,67.45652173913044,1.8478260869565217,2019-09-13,2019-10-20
대구국제재즈축제,21,21.943478260869565,26.70434782608696,18.02608695652174,32.3,12.8,3,30,1007.1652173913043,71.0,1.934782608695652,2019-09-19,2019-09-21
대구국제패션문화페스티벌,20,16.238095238095237,21.80952380952381,11.461904761904762,26.6,6.5,1,31,1012.2476190476191,63.523809523809526,1.7619047619047619,2019-10-12,2019-10-14
대구국제호러페스티벌,20,26.80952380952381,31.45714285714286,23.261904761904763,33.3,21.2,5,31,1002.1571428571428,71.66666666666667,2.119047619047619,2019-08-02,2019-08-05
대구문화재야행,1,27.15,31.9,23.6,36.3,22.5,7,7,1002.85,72.5,1.75,2021-08-20,2021-08-21
대구스트리트 모터 페스티벌,21,16.21304347826087,21.82608695652174,11.404347826086957,26.6,6.5,1,31,1012.4217391304348,63.91304347826087,1.7608695652173914,2017-10-21,2017-10-22
대구스트리트모터페스티벌,1,12.0,17.125,7.6499999999999995,30.8,11.7,3,24,1012.45,65.0,2.25,2021-09-01,2021-12-31
대구약령시한방문화축제,21,19.765217391304347,25.821739130434782,14.208695652173914,33.6,9.3,1,3,1004.3739130434782,55.43478260869565,2.3304347826086955,2019-05-02,2019-05-06
대구치맥페스티벌,21,26.195652173913043,30.617391304347827,22.691304347826087,34.8,19.2,31,18,1000.7173913043479,72.3913043478261,2.108695652173913,2019-07-17,2019-07-21
대구컬러풀페스티벌,1,15.95,22.0,10.8,27.3,5.3,3,18,1014.25,68.0,1.75,2021-10-22,2021-10-24
대구패션주얼리위크,1,18.8,24.1,14.35,30.8,11.7,3,18,1010.45,71.25,1.875,2021-09-01,2021-10-31
대구포크페스티벌,21,26.195652173913043,30.617391304347827,22.691304347826087,34.8,19.2,31,18,1000.7173913043479,72.3913043478261,2.108695652173913,2019-07-26,2019-07-28
대구할로윈축제,1,15.95,22.0,10.8,27.3,5.3,3,18,1014.25,68.0,1.75,2021-10-01,2021-10-31
대구화교중화문화축제,21,16.210526315789473,21.827751196172247,11.398564593301437,26.6,6.5,3,31,1012.4392344497608,63.952153110047846,1.7607655502392345,2021-10-01,2021-10-31
대금산진달래축제,2,13.350000000000001,18.549999999999997,8.45,22.4,3.4,19,3,1012.55,60.0,1.9,2019-04-06,2019-04-06
대덕제 대구앞산축제,1,12.0,17.125,7.6499999999999995,30.8,11.7,3,24,1012.45,65.0,2.25,2021-09-01,2021-12-31
대봉웨딩거리축제,1,12.0,17.125,7.6499999999999995,30.8,11.7,3,24,1012.45,65.0,2.25,2021-09-01,2021-12-31
대부포도축제,1,21.85,26.4,18.0,29.7,12.6,1,21,1008.35,77.0,2.0,2019-09-07,2019-09-08
대전효문화뿌리축제,1,18.375,23.8,14.0,31.4,12.3,1,17,1009.075,77.5,1.425,2021-09-01,2021-10-31
대청호가그린영화제,1,18.375,23.8,14.0,31.4,12.3,1,17,1009.075,77.5,1.425,2022-09-30,2022-10-02
대청호대덕뮤직패스티벌,21,21.4,26.195652173913043,17.40434782608696,29.6,11.0,1,24,1005.7391304347826,75.78260869565217,1.6956521739130435,2022-09-16,2022-09-18
대한민국 국향대전,2,11.84,18.580000000000002,5.58,26.5,1.6,3,30,1019.8,74.4,1.575,2021-10-20,2021-11-10
도봉 과학축전,21,15.226086956521739,20.33913043478261,10.839130434782609,26.5,3.5,1,30,1009.1608695652175,61.130434782608695,2.017391304347826,2015-10-23,2015-10-28
도봉구 등축제,21,21.791304347826088,26.278260869565216,17.965217391304346,31.0,11.9,1,21,1003.6434782608695,65.91304347826087,2.0434782608695654,2015-09-11,2015-09-30
도봉구민 건강축제,21,15.226086956521739,20.33913043478261,10.839130434782609,26.5,3.5,1,30,1009.1608695652175,61.130434782608695,2.017391304347826,2015-10-16,2015-10-17
도봉산 산사축제,21,15.226086956521739,20.33913043478261,10.839130434782609,26.5,3.5,1,30,1009.1608695652175,61.130434782608695,2.017391304347826,2015-10-02,2015-10-03
도봉서원 춘·추향제,22,13.867391304347825,19.056521739130435,9.4,23.5,1.8,1,3,1006.8847826086956,57.369565217391305,2.384782608695652,2015-04-28,2015-10-22
도솔산지구전투 전승행사,1,23.05,27.049999999999997,19.25,34.5,15.2,7,4,1003.8,70.0,2.0,2019-06-15,2019-06-15
도시농업 어울림 한마당,1,23.85,28.3,20.45,31.9,15.7,31,1,988.35,87.5,1.3,2022-07-16,2022-07-16
독일마을 맥주축제,20,16.7,22.042857142857144,12.59047619047619,26.8,6.1,4,31,1013.5619047619048,66.23809523809524,1.4333333333333331,2019-10-03,2019-10-05
동강국제사진제,21,22.758695652173916,28.915217391304346,17.997826086956522,34.7,9.6,31,1,980.1304347826087,74.3913043478261,1.2543478260869565,2018-06-14,2018-07-21
동구문화예술한마당&막걸리페스티벌,22,8.191666666666666,12.095833333333333,4.683333333333334,21.2,-3.4,3,19,1013.8458333333333,64.08333333333333,2.954166666666667,2019-11-02,2019-11-22
동두천 청소년 별자리과학 축제,21,13.238095238095237,20.65714285714286,7.438095238095237,27.3,-2.6,1,30,1006.5571428571429,69.52380952380952,1.2523809523809524,2018-10-13,2018-10-13
동두천시 자원봉사 축제,21,13.238095238095237,20.65714285714286,7.438095238095237,27.3,-2.6,1,30,1006.5571428571429,69.52380952380952,1.2523809523809524,2018-10-20,2018-10-20
동래읍성역사축제,21,17.97391304347826,22.508695652173916,14.656521739130437,27.2,10.3,3,30,1009.9782608695652,62.47826086956522,2.8347826086956522,2019-10-11,2019-10-13
동삼풍어제,20,13.72857142857143,18.11904761904762,10.133333333333335,21.4,2.8,29,1,1006.4857142857143,60.42857142857143,3.6761904761904765,2019-04-05,2019-04-05
동성로축제,1,15.95,22.0,10.8,27.3,5.3,3,18,1014.25,68.0,1.75,2021-10-01,2021-10-03
동아시아보자기페스티벌,20,21.97142857142857,26.75238095238095,18.038095238095238,32.3,12.8,1,30,1007.2142857142857,70.66666666666667,1.9285714285714286,2019-09-28,2019-09-29
동작가족한마음축제,21,15.226086956521739,20.33913043478261,10.839130434782609,26.5,3.5,1,30,1009.1608695652175,61.130434782608695,2.017391304347826,2019-10-19,2019-10-19
동작구 도서관 축제,21,15.226086956521739,20.33913043478261,10.839130434782609,26.5,3.5,1,30,1009.1608695652175,61.130434782608695,2.017391304347826,2019-10-21,2019-10-21
동춘당문화제,22,12.954545454545455,19.254545454545454,7.05,24.6,-1.6,30,5,1007.0727272727272,56.27272727272727,2.190909090909091,2019-04-19,2019-04-20
동학농민혁명 무장기포기념제,14,11.979166666666666,18.633333333333333,5.954166666666667,25.6,-1.9,30,6,1009.3125,66.875,2.4291666666666667,2019-04-25,2019-04-25
동해무릉제,20,15.161904761904761,19.728571428571428,10.914285714285715,25.7,4.0,2,31,1013.9809523809523,67.14285714285714,2.5142857142857142,2019-10-04,2019-10-06
둔내고랭지토마토축제,2,-1.3666666666666665,3.8333333333333335,-6.099999999999999,11.7,-7.5,23,9,1005.5666666666666,61.0,0.8333333333333334,2021-01-01,2021-01-01
드림러브페스티벌,1,1.7,8.4,-3.6500000000000004,13.9,-9.3,6,26,1004.0,68.5,2.55,2022-12-01,2022-12-01
땅끝 해넘이·해맞이 축제,22,2.0044444444444447,7.231111111111111,-2.933333333333333,15.0,-8.0,3,28,1022.9466666666666,69.88888888888889,2.1222222222222222,2019-12-31,2020-01-01
땅끝매화축제,20,6.673684210526315,12.9,0.4947368421052632,19.1,-7.3,31,8,1018.0368421052632,67.05263157894737,2.5631578947368423,2019-03-15,2019-03-16
땅끝수국축제,21,23.369565217391305,27.813043478260873,19.83913043478261,30.7,12.5,21,1,1005.8152173913044,79.82608695652173,2.3434782608695652,2019-06-06,2019-07-14
랜선 땅끝매화축제,2,7.966666666666666,14.5,1.5333333333333332,20.2,-8.3,12,3,1016.9666666666667,72.33333333333333,2.2666666666666666,2021-03-13,2021-03-14
롤링나이트 2019,20,22.938095238095237,27.847619047619045,18.961904761904762,33.9,14.6,10,1,997.4428571428571,64.19047619047619,2.238095238095238,2019-06-05,2019-06-30
류방택 별 축제,20,16.747619047619047,22.614285714285714,11.461904761904762,29.7,4.5,29,4,1008.3857142857142,72.14285714285714,2.6857142857142855,2019-05-18,2019-05-18
리차드 로의 재즈톡,1,22.2,26.700000000000003,18.35,31.0,14.8,7,1,998.0,77.5,1.65,2021-06-24,2021-06-24
마곡사 신록축제,2,13.1,19.799999999999997,7.050000000000001,26.9,0.6,11,3,1009.8499999999999,53.0,1.95,2017-04-22,2017-04-22
마노르블랑 수국축제,1,21.4,25.125,18.575000000000003,29.5,13.2,1,3,1008.95,75.5,3.075,2021-05-01,2021-09-30
마량포 해넘이.해돋이 축제,2,1.3800000000000001,6.04,-2.8,15.1,-5.2,24,9,1023.22,65.6,1.5,2019-12-31,2020-01-01
마산만날제,1,22.0,26.15,18.6,30.7,12.9,3,24,1008.05,73.5,1.2999999999999998,2018-09-25,2018-09-27
마임교실 운영지원,20,18.952380952380953,25.14761904761905,13.619047619047619,32.0,4.8,3,7,1003.5952380952381,70.52380952380952,1.3166666666666667,2019-05-07,2019-09-06
마임아카데미,2,8.7,15.5,2.7399999999999998,24.3,-3.0,7,30,1011.1,64.0,1.3599999999999999,2020-04-01,2020-11-19
마토예술제<매직파티>,0,8.0,15.6,1.8,23.0,-5.3,12,30,1011.5,76.0,0.9,2022-11-26,2022-11-26
마한축제,1,16.8,20.700000000000003,13.55,25.0,9.4,3,17,1015.5,69.0,3.35,2019-10-12,2019-10-13
매직스크린아트 가족극〈오버코트〉,20,4.2,9.280952380952382,-0.1380952380952381,15.0,-2.9,3,31,1016.7523809523809,50.0,2.2857142857142856,2020-12-16,2020-12-16
명량대첩축제,1,21.4,26.2,17.4,31.3,10.2,1,21,1010.4,83.0,2.0,2019-09-27,2019-09-29
모두 다 함께 신명나게 놀자,21,16.639130434782608,21.795652173913044,12.35217391304348,26.3,7.1,1,28,1012.7652173913044,67.82608695652173,2.0,2020-10-15,2020-10-15
모란축제추진위원회,1,13.3,20.4,7.55,25.1,-0.2,1,18,1012.15,76.5,0.8500000000000001,2019-10-01,2019-10-31
몽미락 거리 축제,1,23.85,28.3,20.45,31.9,15.7,31,1,988.35,87.5,1.3,2022-07-01,2022-07-31
무술년 삼칠민속줄다리기,2,9.733333333333334,15.200000000000001,5.033333333333333,20.9,-1.8,16,3,1013.3333333333334,57.0,1.7,2019-03-29,2019-03-30
무의도 춤축제,21,25.77391304347826,29.11304347826087,23.221739130434784,35.2,20.6,1,31,1000.195652173913,80.21739130434783,2.508695652173913,2020-08-01,2020-08-01
무장읍성축제,12,18.004347826086956,24.573913043478264,12.152173913043478,29.1,4.4,30,5,1005.3608695652174,69.52173913043478,2.182608695652174,2019-05-14,2019-05-14
무장읍성축제(취소),1,17.35,23.049999999999997,12.2,27.5,8.1,6,6,1004.2,72.0,3.1,2019-05-14,2019-05-14
무창포신비의바닷길축제,20,23.676190476190477,28.009523809523813,20.116666666666667,34.4,20.5,1,29,1008.9690476190475,79.07142857142857,1.7833333333333334,2019-08-30,2019-09-01
문경사과축제,21,13.07391304347826,20.043478260869566,7.578260869565218,25.6,-1.5,2,30,999.0521739130435,72.21739130434783,1.465217391304348,2019-10-12,2019-10-27
문경약돌한우축제,22,6.608333333333333,12.570833333333333,1.4416666666666667,21.1,-8.0,1,19,1001.225,64.0,1.7916666666666667,2018-11-03,2018-11-04
문경오미자축제,21,19.252173913043478,25.143478260869564,14.778260869565216,30.6,7.7,1,30,994.1565217391304,79.65217391304348,1.2260869565217392,2019-09-20,2018-09-22
문경찻사발축제,22,14.747826086956522,21.406521739130437,8.156521739130435,25.4,-1.4,21,5,992.6999999999999,56.41304347826087,2.0304347826086957,2019-04-27,2019-05-06
문화거리 문화한마당,1,16.725,22.725,12.175,30.8,10.4,3,16,1008.45,76.75,1.3250000000000002,2020-09-23,2020-10-17
문화놀이터 축제,1,16.9,22.9,11.2,27.1,4.4,23,6,990.35,75.0,2.1500000000000004,2022-05-01,2022-05-31
문화의거리 문화한마당,20,22.59047619047619,27.864285714285714,18.576190476190476,36.0,17.2,5,31,1002.5928571428572,78.71428571428571,1.25,2019-08-17,2019-09-07
미소&행복 구민축제,21,16.213043478260868,21.82608695652174,11.404347826086957,26.6,6.5,1,31,1012.4217391304348,63.91304347826087,1.7608695652173914,2018-10-07,2018-10-07
민둥산억새꽃축제,10,15.22272727272727,21.822727272727274,10.945454545454545,32.1,5.5,4,31,981.3818181818183,76.13636363636364,1.2727272727272727,2017-09-22,2017-10-29
민속그네뛰기,1,20.6,23.75,17.85,28.7,14.6,7,1,982.0,78.5,3.35,2020-06-25,2020-06-25
밀양공연예술축제,1,27.0,31.9,23.45,36.2,22.5,7,20,1007.7,77.0,1.1,2020-08-01,2020-08-16
밀양아리랑대축제,20,18.623809523809523,25.833333333333332,11.957142857142857,34.5,5.7,29,3,1010.0952380952381,61.285714285714285,1.5142857142857142,2017-05-18,2017-05-21
바다로 세계로,21,26.282608695652176,30.14782608695652,23.26086956521739,32.6,19.7,11,31,1003.4,77.65217391304348,1.8434782608695652,2019-08-01,2019-08-04
박강수콘서트,21,16.639130434782608,21.795652173913044,12.35217391304348,26.3,7.1,1,28,1012.7652173913044,67.82608695652173,2.0,2021-10-21,2021-10-21
발복기원제,20,21.19047619047619,24.833333333333332,18.495238095238093,28.6,14.8,28,1,1000.0666666666667,75.28571428571429,2.9285714285714284,2019-06-11,2019-06-11
방아다리벚꽃축제,2,12.649999999999999,18.05,7.9,23.8,1.9,11,3,1007.3,52.0,2.8,2019-04-06,2019-04-06
방천골목오페라축제,21,23.495652173913044,28.869565217391305,18.90434782608696,35.0,13.1,5,1,1001.2173913043479,62.65217391304348,2.2869565217391306,2018-06-14,2018-06-16
배내골고로쇠축제,13,9.226666666666667,15.04,3.92,20.3,-0.6,16,3,1018.02,58.13333333333333,2.6866666666666665,2019-03-02,2019-03-03
배내골사과축제,11,10.6,16.474999999999998,5.533333333333334,24.1,-1.3,1,21,1020.8833333333333,61.833333333333336,1.9916666666666665,2018-11-03,2018-11-04
백양단풍축제,1,14.9,21.35,9.649999999999999,25.6,3.3,3,18,1014.8,75.0,2.3,2017-10-27,2017-10-29
백운산국사봉철쭉축제,9,14.01,19.61,9.190000000000001,23.8,4.2,30,1,1004.6700000000001,61.9,2.21,2019-04-01,2019-04-01
백제 어울마당,2,10.64,17.1,5.14,26.9,0.6,7,30,1012.4200000000001,63.0,1.58,2017-04-15,2017-11-05
백제문화제,21,20.924999999999997,26.847727272727273,16.345454545454547,31.6,10.0,1,23,1012.3090909090909,76.31818181818181,1.2522727272727272,2018-09-14,2018-09-22
백제문화제(공주),1,18.375,23.8,14.0,31.4,12.3,1,17,1009.075,77.5,1.425,2020-09-26,2020-10-04
백제문화제(보령),1,17.525,23.775,12.675,31.4,10.0,1,24,1016.0250000000001,79.25,1.075,2020-09-26,2020-10-04
백화산 해맞이 행사,2,-0.7333333333333334,4.3999999999999995,-5.566666666666666,13.1,-7.1,7,1,1021.6,70.66666666666667,1.7666666666666666,2018-01-01,2019-01-01
벌교꼬막축제,12,9.955555555555556,15.851851851851851,4.440740740740741,19.4,-3.5,5,30,1021.0111111111111,68.62962962962963,2.511111111111111,2018-11-02,2018-11-04
벌터산 축제,2,12.15,19.200000000000003,5.05,25.5,-1.4,11,2,1008.5,56.5,1.7,2019-04-01,2019-04-30
법성포단오제,1,22.549999999999997,27.799999999999997,18.55,33.0,12.7,9,2,1001.3,78.5,2.5,2019-06-07,2019-06-10
별빛달빛놀이터,1,17.05,22.55,12.3,29.7,8.6,14,6,1005.2,78.0,1.95,2019-05-17,2019-05-17
보령머드축제,21,24.839130434782607,28.330434782608698,22.069565217391304,33.2,19.2,31,1,1004.8000000000001,84.95652173913044,2.1695652173913045,2019-07-19,2019-07-28
보성전어축제,11,24.392,28.908,20.656,33.7,21.8,1,24,1009.628,79.68,2.02,2018-08-31,2018-09-02
보성차밭 빛축제,12,2.492,7.776,-2.388,16.9,-7.5,2,28,1023.2239999999999,63.72,2.9760000000000004,2018-12-14,2019-01-13
보수동책방골목문화축제,21,17.97391304347826,22.508695652173916,14.656521739130437,27.2,10.3,3,30,1009.9782608695652,62.47826086956522,2.8347826086956522,2019-10-01,2019-10-31
봄내예술제,20,17.97142857142857,24.633333333333333,11.666666666666666,32.0,4.8,20,7,1001.8,63.38095238095238,1.4095238095238096,2019-05-10,2019-05-29
봉산도예전,2,13.549999999999999,19.8,7.650000000000001,28.0,1.3,12,2,1011.0500000000001,57.0,2.9,2011-04-07,2011-04-13
봉산도자기축제,2,13.55,19.8,7.65,28.0,1.3,12,2,1011.05,57.0,2.9,2018-04-10,2018-04-16
봉산미술제,1,15.95,22.0,10.8,27.3,5.3,3,18,1014.25,68.0,1.75,2011-10-06,2011-10-12
봉산조형페스티벌 도예조각전,2,16.2,22.4,10.525,28.0,1.3,1,6,1007.3,60.0,2.7,2017-04-25,2017-05-01
봉화산 철쭉제,2,11.8,19.15,5.0,26.5,-2.7,12,3,1002.55,58.0,2.15,2022-04-23,2022-04-23
봉화은어축제,1,21.85,26.5,18.2,28.8,13.5,7,2,972.125,86.5,1.0,2019-07-27,2019-08-04
봉황각 3.1독립운동 재현행사,22,6.3875,11.408333333333333,2.1041666666666665,18.9,-4.8,31,5,1008.3458333333333,53.458333333333336,2.6958333333333333,2019-03-01,2019-03-01
부산 차이나타운특구 문화축제,21,17.97391304347826,22.508695652173916,14.656521739130437,27.2,10.3,3,30,1009.9782608695652,62.47826086956522,2.8347826086956522,2019-10-18,2019-10-20
부산고등어축제,21,17.97391304347826,22.508695652173916,14.656521739130437,27.2,10.3,3,30,1009.9782608695652,62.47826086956522,2.8347826086956522,2019-10-25,2019-10-27
부산국제록페스티벌,1,24.200000000000003,27.15,22.15,30.6,17.8,20,5,999.75,83.5,2.95,2019-07-27,2019-07-28
부산국제영화제 전야제,21,17.97391304347826,22.508695652173916,14.656521739130437,27.2,10.3,3,30,1009.9782608695652,62.47826086956522,2.8347826086956522,2019-10-02,2019-10-02
부산바다축제,1,26.7,29.9,24.3,33.2,23.4,6,17,1000.7,82.0,3.5,2019-08-02,2019-08-06
부산불꽃축제,2,13.1,18.133333333333333,9.166666666666666,23.3,1.1,1,23,1011.7666666666668,55.0,2.8333333333333335,2019-11-02,2019-11-02
부산시민의종 타종식,22,4.562222222222222,9.16,0.8666666666666667,15.9,-7.1,2,31,1013.9244444444444,46.91111111111111,3.2577777777777777,2019-12-31,2020-01-01
부산자갈치축제,21,17.97391304347826,22.508695652173916,14.656521739130437,27.2,10.3,3,30,1009.9782608695652,62.47826086956522,2.8347826086956522,2020-10-08,2020-10-11
부산크리스마스트리문화축제,22,7.953191489361703,12.617021276595745,4.327659574468085,15.9,-7.1,9,16,1013.1574468085107,51.0,3.1340425531914895,2019-11-16,2020-01-05
부산크리스마스트리축제,20,7.824390243902439,12.453658536585367,4.234146341463415,15.9,-7.1,9,16,1013.2365853658536,50.829268292682926,3.1658536585365855,2021-11-01,2022-01-31
부산항축제,20,17.95714285714286,22.142857142857142,14.723809523809523,29.1,10.7,23,3,1003.2380952380952,67.9047619047619,3.2809523809523813,2019-05-25,2019-05-26
부안마실축제,21,17.378260869565217,23.395652173913046,12.273913043478261,30.1,4.1,25,6,1010.2565217391304,70.26086956521739,1.9000000000000001,2019-05-04,2019-05-06
부여서동연꽃축제,21,25.302272727272726,29.772727272727273,21.84090909090909,35.2,17.5,31,2,1005.5045454545453,80.97727272727273,1.4090909090909092,2018-07-06,2018-07-15
부천전국대학가요제,20,26.271428571428572,30.123809523809523,23.166666666666668,35.1,19.0,5,31,998.3,72.52380952380952,2.1904761904761907,2019-08-31,2019-08-31
북천코스모스메밀꽃축제,2,3.96,9.08,-0.1,16.7,-5.4,7,1,1013.24,53.2,1.8199999999999998,2020-01-01,2020-12-31
북평용줄다리기 축제,21,15.408695652173913,22.08695652173913,9.182608695652174,26.9,3.4,4,28,1017.3652173913044,72.26086956521739,1.826086956521739,2019-10-27,2019-10-27
분당구민 한마음 축제,1,13.3,20.4,7.55,25.1,-0.2,1,18,1012.15,76.5,0.8500000000000001,2019-10-01,2019-10-31
불갑산상사화축제,13,21.433333333333334,26.66,17.253333333333334,32.5,7.6,1,21,1008.5133333333334,80.73333333333333,1.8466666666666667,2019-09-18,2019-09-24
불꽃축제,20,15.7,20.025,11.95,27.2,4.8,8,30,1011.0649999999999,66.45,2.45,2020-10-24,2020-10-24
블랙뮤직페스티벌,1,24.65,29.1,21.4,34.2,20.0,5,19,1005.25,88.5,1.4,2019-08-29,2019-08-31
블루거제페스티벌,20,25.611904761904764,29.326190476190476,22.726190476190474,31.9,18.4,31,27,1002.7309523809523,78.78571428571429,1.9214285714285715,2019-07-31,2019-08-02
비단고을산꽃축제,20,11.595238095238095,19.152380952380952,4.20952380952381,22.9,-5.5,30,1,994.7666666666667,57.857142857142854,1.5571428571428574,2019-04-13,2019-04-14
빈센트의 봄,2,11.5,17.75,5.55,25.6,-2.1,11,5,1012.3499999999999,60.5,3.2,2019-04-13,2019-04-14
빌라이트(Belight) in 북구 비엔날레 문화콘서트,1,25.95,30.025,22.925,31.6,17.8,6,1,999.95,87.5,1.625,2021-07-03,2021-08-28
빨간구두이야기,1,15.95,22.0,10.8,27.3,5.3,3,18,1014.25,68.0,1.75,2021-10-01,2021-10-31
사랑말 국화축제,1,24.55,30.2,20.35,32.7,16.2,9,3,991.95,76.5,1.15,2018-07-27,2018-07-27
사량도 옥녀봉 축제,20,17.58095238095238,22.452380952380953,13.804761904761904,26.4,8.0,3,31,1014.5095238095239,68.66666666666667,2.2857142857142856,2019-10-26,2019-10-26
